gene	chr	pos	neg_log10_pvalue
Gene_2691	chr4	44740719	0.927420
Gene_1157	chr14	65729517	0.922042
Gene_7340	chr2	139310060	0.364867
Gene_2164	chr19	16519029	0.936870
Gene_0423	chr6	170338597	0.151536
Gene_1504	chr1	190701373	0.131993
Gene_5641	chr15	28084339	0.173410
Gene_6754	chr8	23674460	0.214090
Gene_5252	chr11	79819413	0.259667
Gene_2840	chr10	118828492	0.002460
Gene_2379	chr13	64363512	0.049802
Gene_4322	chr4	87363231	0.006130
Gene_4942	chr1	38155632	1.205387
Gene_0880	chr12	17713449	0.115543
Gene_3541	chr8	45013931	0.923828
Gene_3818	chr3	142301094	0.010097
Gene_0126	chr6	165707409	0.105917
Gene_1729	chr4	70425084	0.358463
Gene_2060	chr16	31292216	0.670666
Gene_5633	chr1	141886873	0.220172
Gene_4127	chr22	40697195	0.361088
Gene_6493	chr12	128777214	0.130754
Gene_5110	chr1	155633854	0.091451
Gene_6023	chr11	106846821	0.603037
Gene_3453	chrY	16604921	0.459924
Gene_0244	chr14	86913961	0.625557
Gene_5545	chr8	45676684	0.021715
Gene_5811	chrY	28520233	0.148864
Gene_4060	chr1	87692582	0.596765
Gene_4231	chr3	2181753	0.383446
Gene_4225	chr4	79115900	0.149830
Gene_1245	chr2	147145900	0.195852
Gene_2209	chr7	126492742	1.152768
Gene_1507	chr2	33022185	0.060291
Gene_5996	chr7	60402443	0.386790
Gene_4058	chr11	8043365	0.013911
Gene_6279	chr4	189644578	0.146226
Gene_1426	chr5	72871502	0.325416
Gene_3697	chrX	149998699	0.413156
Gene_5066	chrY	41865207	1.033732
Gene_4114	chr1	123774479	0.420105
Gene_6378	chr4	134861335	0.038163
Gene_2553	chr1	53303062	0.413392
Gene_6309	chr12	12935108	0.647052
Gene_5449	chr1	127449416	0.621803
Gene_2890	chr6	78275013	0.658492
Gene_6796	chr6	83761782	0.328366
Gene_7554	chr2	63593075	0.503899
Gene_7451	chr1	149109773	0.020247
Gene_3879	chr2	44166005	0.067101
Gene_2641	chr5	42937467	0.048652
Gene_3436	chr3	144166678	0.942776
Gene_6071	chr2	67411341	1.062425
Gene_3503	chr22	5587875	0.134698
Gene_2977	chr8	103391924	0.159870
Gene_7259	chrX	56512440	0.078658
Gene_6506	chr2	241290055	0.797053
Gene_4051	chr12	73007993	0.261939
Gene_0112	chr7	110748260	0.767831
Gene_3076	chr11	74494970	0.035949
Gene_1994	chr10	32410938	0.090205
Gene_2835	chr11	33193169	0.169585
Gene_4969	chr7	95144284	0.076390
Gene_4059	chr13	29632223	0.047044
Gene_3794	chr4	22596799	0.549381
Gene_3191	chr5	35662519	0.778058
Gene_0918	chr7	126380885	0.975406
Gene_6194	chr14	64934817	0.598585
Gene_7906	chr14	34377023	4.397762
Gene_5209	chr12	105546440	0.704209
Gene_6861	chr8	103134609	0.633997
Gene_7914	chr3	115407997	3.898373
Gene_5799	chr20	18811081	0.372123
Gene_2850	chr10	84342516	0.912732
Gene_2172	chrY	40177244	0.255879
Gene_3343	chr3	11264265	0.342755
Gene_6013	chr3	96019230	0.497265
Gene_6549	chr1	239762575	0.298110
Gene_4131	chr8	98735444	0.063880
Gene_3873	chr6	23045202	0.871238
Gene_7425	chr9	103752636	0.342809
Gene_5113	chr7	45564077	0.355033
Gene_0764	chr12	30940697	0.181998
Gene_0832	chr1	14354490	0.006359
Gene_5340	chr8	23423912	0.143730
Gene_2765	chr12	34690016	0.177714
Gene_7066	chr18	18235172	0.882768
Gene_6053	chr8	55996905	0.359123
Gene_7599	chr5	103693465	0.216615
Gene_0807	chr2	159382429	0.483113
Gene_5893	chrY	55797215	0.992729
Gene_7841	chr4	16860621	3.085546
Gene_1468	chr7	48100672	0.058302
Gene_3320	chr1	58686440	0.465188
Gene_2593	chr3	167135741	0.569266
Gene_5873	chr8	43204082	0.989974
Gene_0227	chr8	32373166	0.270437
Gene_4302	chr6	130737264	0.307984
Gene_7432	chr14	65888205	0.035248
Gene_2256	chr1	209949247	0.732036
Gene_3807	chr18	19771894	0.752588
Gene_5615	chrY	15090750	1.111872
Gene_1492	chr1	60474474	0.854613
Gene_3390	chr4	174591839	0.248542
Gene_3444	chr13	34957833	0.128782
Gene_0539	chr1	165241430	0.496526
Gene_1767	chr1	120413216	0.275889
Gene_0636	chr16	32962213	0.148583
Gene_1089	chr13	313679	0.731206
Gene_1252	chr2	223443243	0.012922
Gene_0401	chr11	21505474	0.206805
Gene_1471	chr14	16809526	0.238697
Gene_4162	chr7	88830762	0.461145
Gene_2640	chr7	106633006	0.231773
Gene_1723	chr3	138046200	0.238984
Gene_4815	chr1	95218642	0.301431
Gene_2028	chr7	152981897	0.584121
Gene_3975	chr9	22279170	0.484500
Gene_3799	chr1	219482985	0.101949
Gene_2059	chr12	2832004	0.124906
Gene_4336	chr17	11198970	0.654357
Gene_5382	chr20	43199365	0.022358
Gene_0856	chr20	55224461	0.349419
Gene_1891	chr12	67592708	0.354608
Gene_2160	chr7	33386238	0.170517
Gene_7412	chr14	62172829	0.493873
Gene_6891	chr7	11424243	0.133083
Gene_2217	chr1	30943656	0.863937
Gene_5464	chr4	136343515	0.392538
Gene_7851	chr8	114527869	3.853593
Gene_1938	chr8	45069870	0.075760
Gene_7465	chr4	38106858	0.086418
Gene_3206	chr10	95986351	1.005584
Gene_7008	chrX	126066862	0.204870
Gene_2534	chr10	33034115	0.645497
Gene_7990	chr7	94442350	3.746450
Gene_3516	chr5	138602408	0.207832
Gene_2522	chr1	125687333	0.648971
Gene_7753	chr10	60619108	3.405659
Gene_1848	chr12	106913897	0.476041
Gene_6357	chr2	106729249	0.150687
Gene_6347	chr8	95572045	0.034210
Gene_2485	chr17	49200709	0.831951
Gene_7817	chr9	108045144	3.189456
Gene_3683	chr18	22089220	0.060849
Gene_5202	chr5	172652093	0.666183
Gene_7568	chr5	50409003	0.174167
Gene_1083	chr12	77594431	0.749736
Gene_3700	chr1	156700658	0.097741
Gene_5454	chr8	113742430	0.326404
Gene_6690	chr15	99591192	0.051304
Gene_5314	chr5	82889150	1.175675
Gene_4605	chr20	39687834	0.863734
Gene_2223	chr11	128517949	0.564018
Gene_4418	chr12	102517826	0.365981
Gene_4380	chr6	87673233	0.182655
Gene_2258	chr12	4550643	0.048624
Gene_3354	chr11	54170569	0.048721
Gene_3404	chr15	12146132	0.888626
Gene_0708	chr5	113542717	0.061459
Gene_4358	chr13	8929344	0.267909
Gene_0170	chrY	46044203	0.818800
Gene_4086	chr14	2654590	0.225513
Gene_2719	chr7	18972216	1.296150
Gene_5690	chr3	5294513	0.483922
Gene_6144	chrX	51701592	0.299979
Gene_4959	chr17	18263926	0.868003
Gene_6377	chr3	65884432	0.795106
Gene_3754	chr13	98606648	1.147243
Gene_7677	chr2	127704296	3.131722
Gene_4871	chr7	67016446	0.517105
Gene_7901	chr5	72805393	4.332448
Gene_7497	chr3	190027696	0.138030
Gene_2198	chr16	47109806	0.116565
Gene_3779	chr4	164899505	0.059461
Gene_7526	chr11	104719738	0.802517
Gene_4908	chrX	85464337	1.065345
Gene_1720	chr1	66424525	0.022261
Gene_6809	chr6	163728931	1.056486
Gene_6244	chr9	25792705	1.238354
Gene_3821	chr6	26322361	0.142737
Gene_1754	chr7	101359777	0.042495
Gene_2321	chr1	241974561	0.325103
Gene_2648	chr15	22293395	0.956734
Gene_2007	chr2	83647465	0.175824
Gene_2548	chr1	42408759	0.912959
Gene_2733	chr14	65775102	1.109008
Gene_1933	chr17	32360985	0.881917
Gene_2212	chr5	27683118	0.080115
Gene_1101	chr20	24177316	0.019907
Gene_0538	chr7	73383945	0.056251
Gene_6869	chr7	3715218	0.613286
Gene_4332	chr8	138136788	0.289838
Gene_5470	chr11	67617242	0.174087
Gene_3201	chr15	68718252	0.066092
Gene_0074	chr10	77185593	0.205968
Gene_7934	chr1	72601153	4.220304
Gene_5417	chr15	52730136	0.933487
Gene_4630	chrX	46221149	0.102668
Gene_1350	chr4	107608055	0.050611
Gene_3461	chr16	32539139	0.211901
Gene_1920	chr2	138816729	0.109383
Gene_4565	chr5	99487527	1.274104
Gene_6961	chr12	96060180	0.004934
Gene_1605	chr17	58165196	0.060388
Gene_4830	chr21	27012398	0.010535
Gene_1971	chr20	36735050	0.585159
Gene_2918	chr19	2897597	0.017759
Gene_6007	chr12	109756865	0.540919
Gene_7210	chr9	102899786	0.652195
Gene_1840	chr4	151392293	0.425483
Gene_1218	chr18	32350598	0.047068
Gene_6032	chr3	133766921	0.551097
Gene_3957	chr16	67269966	0.030110
Gene_6288	chr6	99778656	0.057907
Gene_7342	chr2	95752045	0.222568
Gene_0321	chr1	47160749	0.302989
Gene_4865	chr17	67835137	0.748540
Gene_4165	chr3	105929737	0.167511
Gene_6214	chr2	125471489	0.356808
Gene_1689	chr7	34675448	0.298339
Gene_2216	chr14	13937357	0.558948
Gene_2081	chr6	41433034	0.533094
Gene_6905	chr2	236981336	0.164659
Gene_4867	chr8	22567154	0.202975
Gene_1276	chr10	91250389	0.823930
Gene_1491	chr5	117557264	0.868479
Gene_5283	chr15	8052547	0.159603
Gene_3885	chr9	28536628	0.525686
Gene_0452	chr3	98960065	0.022550
Gene_4652	chr12	116677638	0.341644
Gene_4288	chr6	113939241	0.211225
Gene_4208	chr3	80252959	0.011480
Gene_1485	chrX	90100927	0.105621
Gene_6892	chr2	36415812	0.266009
Gene_2073	chr9	41485762	0.235625
Gene_0759	chr4	15364218	0.156569
Gene_2884	chr7	69704922	0.965455
Gene_5546	chr11	71716606	0.702430
Gene_5362	chr1	34629524	0.937618
Gene_1894	chr2	112060202	0.468808
Gene_5756	chr13	37993104	0.024994
Gene_1379	chr7	126454243	0.456603
Gene_5446	chr22	36853713	0.210876
Gene_6282	chr5	152719645	0.191873
Gene_7642	chr4	91291824	3.442938
Gene_1686	chr6	90316141	0.065155
Gene_4180	chr12	101508674	0.385844
Gene_0662	chr14	8853373	0.007409
Gene_2759	chr9	25132904	0.025364
Gene_0635	chr21	33084945	0.646684
Gene_4123	chr6	3714887	0.228573
Gene_4887	chr15	73530399	0.257362
Gene_3062	chr5	118120033	0.243635
Gene_4141	chrX	4188852	0.513372
Gene_7182	chr20	59759242	0.499334
Gene_1715	chr4	74979444	0.325112
Gene_2349	chr17	27194803	0.368993
Gene_5330	chr19	1333810	0.108331
Gene_1431	chr18	39111693	0.086639
Gene_7993	chr17	62279052	3.538788
Gene_4391	chr4	139044345	0.329042
Gene_6716	chr5	12215529	0.326860
Gene_0797	chr1	214948594	0.552293
Gene_7021	chr6	21114649	0.747470
Gene_1888	chr5	101617480	0.354391
Gene_6894	chr13	83509810	1.024906
Gene_7174	chr17	17288430	0.034948
Gene_4433	chr7	70149014	0.208062
Gene_3173	chr5	76918018	0.420942
Gene_2615	chr3	147742943	0.894870
Gene_3294	chr8	126002347	0.279329
Gene_4903	chr3	782130	0.878050
Gene_7467	chrY	16404065	0.157744
Gene_2366	chr18	67145982	0.580312
Gene_5522	chr2	148892958	0.120625
Gene_3775	chr16	47586156	0.111210
Gene_5867	chr6	137446064	0.445763
Gene_7758	chr15	81549776	3.499566
Gene_2039	chr17	43462164	0.174953
Gene_3329	chr3	150248664	0.037278
Gene_7957	chr16	18561381	3.344786
Gene_1182	chr11	38985675	0.165489
Gene_7347	chr1	219285229	0.164514
Gene_0845	chr11	129519910	0.439663
Gene_7286	chr14	53748498	0.603119
Gene_3048	chr21	9974891	0.090172
Gene_1353	chr8	16268511	0.093113
Gene_2117	chr2	183752754	0.520749
Gene_5519	chr1	177991208	1.006733
Gene_5860	chr9	110716493	0.962475
Gene_3743	chr4	10737297	1.145504
Gene_0094	chr5	119227254	0.335849
Gene_1342	chr8	106555263	0.386953
Gene_3830	chr1	210863118	0.116204
Gene_2041	chr2	192996311	0.284153
Gene_6814	chr2	12953920	0.146698
Gene_1549	chr13	16660147	0.683353
Gene_4610	chr4	168661458	0.387887
Gene_3826	chr12	51372046	0.059739
Gene_2174	chr13	44188601	0.006274
Gene_7300	chr9	67109679	0.649389
Gene_6851	chr3	111812167	0.129026
Gene_4294	chr12	71378730	0.269825
Gene_5280	chr6	139127063	0.916262
Gene_6140	chr3	19882790	0.440047
Gene_5940	chr3	183793945	0.368921
Gene_5207	chr18	42386133	0.035923
Gene_7135	chr15	14512059	0.337448
Gene_7698	chr1	231519759	3.017644
Gene_1604	chr14	86525749	0.768070
Gene_2939	chr11	127268606	0.119418
Gene_5258	chr17	66457002	0.099333
Gene_6026	chr19	17899078	0.056852
Gene_7992	chr22	5195085	3.274642
Gene_6534	chr19	53082280	0.127962
Gene_3359	chr10	123943787	0.179757
Gene_6515	chr18	40794081	0.198440
Gene_2984	chr8	106634462	0.015920
Gene_2805	chr7	139866128	0.541573
Gene_7980	chr6	102211600	3.382132
Gene_4027	chr10	7043136	0.522748
Gene_4474	chr16	9450366	0.018500
Gene_6642	chr3	85200062	0.007054
Gene_3091	chr9	87398466	0.328982
Gene_1991	chr14	31124127	0.455717
Gene_0216	chr18	2912167	0.447628
Gene_5929	chr14	77380544	0.093494
Gene_5533	chr14	89725566	0.143583
Gene_5201	chr6	84496865	0.596011
Gene_5551	chr7	28231794	0.876639
Gene_1875	chr6	100017242	0.260360
Gene_5832	chr2	126972538	0.724527
Gene_4898	chr9	80691378	0.218858
Gene_6587	chr5	149857591	0.508506
Gene_0898	chr17	9565698	0.226829
Gene_2908	chr6	32872214	0.614789
Gene_5232	chr10	102377482	0.333905
Gene_3274	chr22	44631195	0.257857
Gene_5697	chr8	89632200	1.027969
Gene_1475	chr5	167056228	0.304514
Gene_5606	chr13	43407052	0.398281
Gene_4798	chr5	179207382	0.132842
Gene_3478	chr4	95245865	0.032472
Gene_7709	chr3	2504697	3.062393
Gene_7684	chr7	26851001	3.575149
Gene_4639	chr12	131323177	0.319500
Gene_7398	chr6	80952596	1.111818
Gene_5498	chr1	103815799	0.847027
Gene_6675	chr12	18453310	0.025630
Gene_2373	chr17	55418031	0.043766
Gene_5616	chr2	216274247	0.664987
Gene_6695	chr13	22557207	0.079799
Gene_2635	chr4	60644141	0.665458
Gene_6358	chr14	23430988	0.244776
Gene_3407	chr7	147349533	0.212877
Gene_5172	chr21	31641897	0.210486
Gene_3074	chr9	133602785	0.484080
Gene_5393	chr8	867596	1.202101
Gene_7754	chr15	76200880	3.028448
Gene_7822	chr13	100125819	3.857875
Gene_1990	chr3	196950252	0.094627
Gene_3606	chr22	17308305	0.033673
Gene_5091	chr3	151200477	0.048729
Gene_5436	chr2	179940772	0.688867
Gene_6820	chrX	121723715	0.841515
Gene_6480	chr4	57290807	0.018775
Gene_0277	chr4	83689117	0.226326
Gene_6373	chr8	104964036	0.243329
Gene_4489	chr1	51535562	0.054571
Gene_0735	chr6	113350054	1.173381
Gene_7241	chrX	125985575	0.665540
Gene_2406	chr9	134748630	0.937253
Gene_6657	chr22	22612441	0.453551
Gene_6652	chr19	51946912	0.378955
Gene_4596	chr3	121972380	0.500187
Gene_7448	chr5	14326309	1.162284
Gene_6341	chr3	174093017	1.010533
Gene_5223	chr2	64369923	0.787821
Gene_1607	chr17	78723837	0.419774
Gene_6638	chr2	168961772	0.374661
Gene_6834	chr6	58076868	0.713143
Gene_4119	chrX	82830717	0.105832
Gene_0043	chr13	70904653	0.762052
Gene_4829	chr10	2938494	0.074227
Gene_3066	chr3	109300697	0.187518
Gene_4564	chr1	136557055	0.890419
Gene_4454	chr8	58967374	0.886566
Gene_4506	chrX	126423103	0.292322
Gene_2801	chr1	93672270	0.016103
Gene_1678	chr11	110491510	0.207800
Gene_3853	chr19	12429891	0.082290
Gene_2998	chr2	215366933	0.155570
Gene_6119	chr6	118723912	0.308836
Gene_5897	chrX	42750868	0.036095
Gene_0937	chr6	150414223	0.124871
Gene_3780	chrX	77905194	0.742522
Gene_6162	chr13	31086806	0.391435
Gene_1142	chr15	28437166	0.491838
Gene_0859	chr8	126255262	0.753828
Gene_6302	chr7	127168064	0.450319
Gene_1389	chr6	158366763	0.048974
Gene_4290	chr20	38274137	0.535371
Gene_6290	chr4	2784630	0.147315
Gene_0540	chr8	104273863	0.547871
Gene_7345	chr3	140008799	0.218296
Gene_3041	chr5	155595329	0.035624
Gene_3789	chr6	48707168	0.782645
Gene_7251	chr6	22753510	0.457510
Gene_6740	chr6	147176292	0.001255
Gene_7942	chr19	35153766	3.187507
Gene_6212	chr4	106118106	0.233865
Gene_3232	chr12	129832736	0.288276
Gene_0455	chr16	73592864	0.005313
Gene_0943	chr1	78798940	0.816711
Gene_7644	chr5	3935378	3.025681
Gene_4993	chr11	120695811	0.244755
Gene_6913	chr8	97851345	0.138618
Gene_7114	chr3	166349481	0.930488
Gene_6226	chrX	73615422	0.183902
Gene_3180	chr13	86788531	1.018065
Gene_7524	chrX	49130644	0.628432
Gene_5921	chr15	64559405	0.292906
Gene_5221	chrY	38906237	0.169332
Gene_3567	chr1	90607394	0.209016
Gene_6706	chr3	126243550	0.735381
Gene_4297	chr1	58776882	0.108222
Gene_6003	chr3	67168654	0.280577
Gene_1247	chr6	137825567	0.131441
Gene_5797	chr14	100201364	0.323743
Gene_1064	chr3	14812737	0.874949
Gene_3907	chr18	10772968	0.142649
Gene_2556	chrX	89450915	0.141854
Gene_5334	chr9	122192690	0.095706
Gene_5090	chr7	20967852	0.581809
Gene_4668	chr13	72002729	0.282547
Gene_7406	chr4	149542854	0.262115
Gene_1868	chrX	95174585	0.879204
Gene_3124	chr1	61028103	0.442638
Gene_2685	chr7	123429448	0.270508
Gene_1844	chr11	18835808	0.084449
Gene_4686	chr15	35240583	0.125988
Gene_5941	chr8	95515758	0.248560
Gene_2599	chr13	79026634	0.160596
Gene_7119	chr9	102082081	0.171686
Gene_0276	chr4	10024455	0.557778
Gene_4972	chr12	119230319	0.159835
Gene_5634	chrX	67959127	0.252148
Gene_0114	chr13	53974652	0.255139
Gene_5786	chr11	53299307	0.012228
Gene_4923	chr9	3453706	1.013315
Gene_0445	chr16	22203940	0.179174
Gene_0438	chr4	62780090	0.277858
Gene_6611	chr21	32994143	0.044013
Gene_4511	chr2	157043634	0.539243
Gene_4578	chr10	95731563	0.334722
Gene_0823	chr2	137552889	0.548882
Gene_0772	chr11	52178047	0.903697
Gene_6951	chr13	60348299	0.441518
Gene_6880	chr4	130513973	0.270390
Gene_2969	chr19	42516722	0.300767
Gene_2799	chr2	133632828	0.247305
Gene_0536	chr14	38823114	0.019145
Gene_5397	chr5	5868993	0.482200
Gene_0178	chr8	42616001	0.204817
Gene_2671	chr3	195297162	0.554848
Gene_2734	chr22	12570326	0.103030
Gene_1166	chr9	59138056	0.099614
Gene_3293	chr13	46105869	0.304690
Gene_4843	chr3	175305167	0.099810
Gene_6646	chr2	143483574	0.123664
Gene_6346	chr16	72556415	0.462119
Gene_0651	chr11	66561173	0.732606
Gene_4850	chrX	123715041	0.286608
Gene_6918	chr16	81036434	0.807440
Gene_0318	chr13	106546714	0.291785
Gene_1640	chrX	108947565	0.391940
Gene_7584	chr11	31727280	0.009561
Gene_7211	chr14	90071136	0.138277
Gene_4895	chr22	24517133	0.482438
Gene_0660	chr17	10621841	0.004142
Gene_5181	chr1	151300001	0.114904
Gene_3786	chr5	167688885	0.178366
Gene_2380	chr6	161612295	0.058690
Gene_7776	chr13	90403807	3.254944
Gene_5895	chr2	154369012	0.442667
Gene_5448	chr12	117222990	0.282810
Gene_0367	chr18	65505014	0.563599
Gene_7478	chrY	22479609	0.380889
Gene_5489	chr9	30416017	0.260651
Gene_2144	chr1	42988185	0.130861
Gene_6684	chr7	21710369	0.339105
Gene_6154	chr3	7875729	0.538074
Gene_3607	chr5	177979502	0.690368
Gene_6040	chr14	44466809	0.162762
Gene_0352	chr16	77880465	0.827629
Gene_7595	chr13	110695870	0.003382
Gene_2621	chr10	107356098	0.050629
Gene_2507	chr16	23590237	0.227973
Gene_7593	chrX	119682441	0.027778
Gene_6864	chr3	49081435	0.004616
Gene_3755	chr15	10409388	0.062329
Gene_4584	chr18	33595843	0.568740
Gene_7937	chr16	24542036	3.099032
Gene_0854	chr4	148350788	1.094243
Gene_3310	chr4	105338913	0.112704
Gene_2127	chr1	104364487	0.055452
Gene_3827	chrY	11950939	0.240957
Gene_2303	chr5	130406970	0.620920
Gene_3308	chr12	108654160	0.667249
Gene_2951	chr7	2125543	0.050266
Gene_2300	chr10	98969667	0.024604
Gene_3536	chr12	114341812	0.328344
Gene_7318	chr3	53600732	1.140330
Gene_5854	chrX	35577434	0.122032
Gene_5855	chr1	23948501	0.472592
Gene_2700	chrX	140252207	0.480132
Gene_2391	chr4	121711574	0.029284
Gene_3036	chr2	184348450	0.568654
Gene_3168	chrX	50708079	0.072411
Gene_4404	chr10	77617461	0.309494
Gene_5899	chr6	135347158	0.183216
Gene_0644	chr13	951400	0.119743
Gene_7696	chr5	74787951	3.125427
Gene_4528	chr18	45467714	0.101335
Gene_4588	chr15	71531612	0.794990
Gene_6836	chr7	16291584	0.056686
Gene_6876	chr18	16874956	0.146153
Gene_7861	chr4	164953893	3.065368
Gene_3657	chr1	235242974	0.069397
Gene_6331	chr3	50783085	0.205422
Gene_7603	chr14	14486680	4.225980
Gene_6054	chrX	91541352	0.058996
Gene_1943	chr21	5116192	0.265575
Gene_7005	chr21	33699553	0.534027
Gene_5717	chr4	158027850	0.297875
Gene_5347	chr11	35440439	0.430998
Gene_7734	chr14	2809356	3.193040
Gene_2715	chr2	114761510	0.447631
Gene_1133	chr1	142686628	0.887460
Gene_2467	chr16	86769634	0.093229
Gene_3939	chr6	163453362	0.347693
Gene_0822	chr14	18329087	0.823828
Gene_3884	chr9	11995491	0.180030
Gene_1214	chr20	36578753	0.566598
Gene_0932	chr2	236904131	0.247658
Gene_4469	chr5	110721256	0.594583
Gene_4982	chr12	18554399	0.141766
Gene_7929	chr2	76571901	3.934758
Gene_4327	chr6	123944779	0.032234
Gene_7163	chr3	48899897	0.223237
Gene_5316	chr3	122114184	0.386781
Gene_4084	chr3	125377688	0.256436
Gene_7916	chr16	67911582	3.100964
Gene_6131	chr4	69254561	0.976796
Gene_3553	chr1	12020117	0.493785
Gene_1928	chr13	49617778	0.479408
Gene_4705	chr10	54702749	0.519331
Gene_3908	chr3	72043075	0.457370
Gene_7783	chr5	98621955	4.514267
Gene_1273	chr7	145842262	0.380680
Gene_0477	chr4	119297232	0.353720
Gene_3855	chr3	170650398	0.037160
Gene_3702	chr8	174812	0.062453
Gene_0135	chr21	28573091	0.792614
Gene_5501	chr3	186265503	0.240279
Gene_7106	chr1	245615370	0.716429
Gene_3738	chr14	83549012	1.159195
Gene_6443	chr8	72609136	0.423799
Gene_7080	chr16	69743524	0.275220
Gene_7685	chr3	162308722	3.025360
Gene_2614	chr22	40056593	0.027147
Gene_3450	chr20	60260922	0.615156
Gene_0130	chr3	18115440	0.040033
Gene_1649	chr7	53837909	0.119163
Gene_7136	chr5	72521194	1.074247
Gene_4436	chr5	55953197	0.128244
Gene_6575	chr13	87312054	0.080495
Gene_2505	chr5	61942610	0.197805
Gene_1880	chr3	62508195	0.501749
Gene_3689	chr10	78709887	0.335100
Gene_3483	chr14	1421673	1.135788
Gene_3782	chr3	128560436	0.155237
Gene_6284	chr19	20880834	0.217728
Gene_5511	chr2	102495710	0.242818
Gene_5944	chr2	184518844	0.791137
Gene_3795	chr8	143903662	1.034375
Gene_2683	chr13	86016320	0.916241
Gene_3538	chr6	159729491	0.379214
Gene_6682	chr4	67259333	0.935115
Gene_5371	chr11	117078238	0.077248
Gene_5945	chr10	118180592	0.246882
Gene_4968	chr14	23494288	0.442101
Gene_1226	chr2	31465663	0.872968
Gene_6879	chr5	32550621	0.180111
Gene_0752	chr2	60988360	0.329752
Gene_5842	chrX	14085171	0.154756
Gene_5837	chrX	69721767	0.315521
Gene_0566	chr3	79095870	0.803944
Gene_0381	chr6	96762798	0.316585
Gene_2452	chr1	138115348	0.082548
Gene_2634	chr1	88404118	0.403122
Gene_3610	chr12	62550714	0.491473
Gene_6747	chr18	75488448	0.035096
Gene_5163	chr11	104124059	0.475847
Gene_4107	chr5	94172655	0.230427
Gene_0469	chr1	48514868	0.027434
Gene_7911	chr3	129553176	3.312652
Gene_6134	chr2	114546553	0.075272
Gene_1925	chr17	38096192	0.440988
Gene_7452	chr18	46058658	0.109975
Gene_4044	chr4	30214343	0.441919
Gene_5861	chr17	75547047	0.138901
Gene_7325	chr19	3075703	0.321106
Gene_2440	chr2	142303627	0.515037
Gene_4769	chr21	46054776	1.180995
Gene_1876	chr4	83918727	0.722846
Gene_5234	chr6	1670412	0.218067
Gene_0724	chr11	106257478	0.503416
Gene_6124	chr2	145596476	0.849376
Gene_4924	chr2	106434783	0.617712
Gene_5626	chr13	33247052	0.306551
Gene_2045	chr1	236102675	0.261976
Gene_1784	chr13	2786279	0.148477
Gene_2237	chr21	3995706	0.751995
Gene_0670	chr3	75310184	0.389129
Gene_0442	chr1	54495675	0.115551
Gene_6919	chr10	114315879	0.076338
Gene_5884	chr12	80928655	0.179717
Gene_5419	chr18	5363729	0.213372
Gene_6112	chr10	44258364	0.763872
Gene_1459	chr20	29334387	0.068259
Gene_0997	chr16	33231475	0.512455
Gene_6272	chr12	47551668	0.236984
Gene_7320	chr13	69370381	0.416861
Gene_7676	chr14	73741614	3.482443
Gene_3034	chr1	152582527	0.064406
Gene_0052	chr1	156241340	0.249074
Gene_7879	chr8	89760974	3.446283
Gene_5050	chrX	118198271	0.539796
